날짜,영화명,평점
20181226,극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,8.81
20181226,완벽한 타인,8.69
20181226,브로크백 마운틴,8.69
20181226,스윙키즈,8.54
20181226,7년-그들이 없는 언론,8.52
20181226,아쿠아맨,8.48
20181226,그린치,8.42
20181226,팬텀 스레드,8.36
20181226,너의 췌장을 먹고 싶어,8.34
20181226,패터슨,8.31
20181226,국가부도의 날,8.28
20181226,범블비,8.27
20181226,부탁 하나만 들어줘,7.98
20181226,트와일라잇,7.87
20181226,런닝맨 : 풀룰루의 역습,7.77
20181226,성난황소,7.65
20181226,호두까기 인형과 4개의 왕국,7.43
20181226,PMC: 더 벙커,7.17
20181226,마약왕,6.81
20181226,도어락,6.63
20181226,나쁜 나라,6.49
20181226,모털 엔진,6.45
20181226,두 개의 문,5.15
20181226,리벤져,5.09
20181226,천안함 프로젝트,4.33
20181227,베일리 어게인,9.54
20181227,보헤미안 랩소디,9.51
20181227,헌터 킬러,9.43
20181227,폴란드로 간 아이들,9.42
20181227,트루먼 쇼,9.32
20181227,점박이 한반도의 공룡2 : 새로운 낙원,9.32
20181227,빌리 엘리어트,9.29
20181227,인생 후르츠,9.25
20181227,극장판 포켓몬스터 모두의 이야기,9.22
20181227,스파이더맨: 뉴 유니버스,9.20
20181227,러빙 빈센트,9.20
20181227,바울,9.17
20181227,스타 이즈 본,9.15
20181227,타샤 튜더,9.14
20181227,히트,9.10
20181227,로마,9.06
20181227,카메라를 멈추면 안 돼!,9.05
20181227,어거스트 러쉬,9.00
20181227,진링의 13소녀,8.99
20181227,극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,8.81
20181227,완벽한 타인,8.69
20181227,브로크백 마운틴,8.69
20181227,스윙키즈,8.53
20181227,7년-그들이 없는 언론,8.52
20181227,아쿠아맨,8.47
20181227,그린치,8.42
20181227,팬텀 스레드,8.36
20181227,너의 췌장을 먹고 싶어,8.32
20181227,패터슨,8.31
20181227,국가부도의 날,8.28
20181227,범블비,8.21
20181227,부탁 하나만 들어줘,7.99
20181227,트와일라잇,7.87
20181227,런닝맨 : 풀룰루의 역습,7.76
20181227,점박이 : 한반도의 공룡3D,7.63
20181227,호두까기 인형과 4개의 왕국,7.43
20181227,마약왕,6.77
20181227,PMC: 더 벙커,6.61
20181227,도어락,6.59
20181227,나쁜 나라,6.49
20181227,두 개의 문,5.15
20181227,천안함 프로젝트,4.34
20181228,보헤미안 랩소디,9.50
20181228,헌터 킬러,9.43
20181228,폴란드로 간 아이들,9.42
20181228,점박이 한반도의 공룡2 : 새로운 낙원,9.36
20181228,트루먼 쇼,9.32
20181228,극장판 포켓몬스터 모두의 이야기,9.23
20181228,인생 후르츠,9.23
20181228,스파이더맨: 뉴 유니버스,9.21
20181228,러빙 빈센트,9.20
20181228,바울,9.17
20181228,스타 이즈 본,9.15
20181228,타샤 튜더,9.14
20181228,히트,9.10
20181228,로마,9.07
20181228,카메라를 멈추면 안 돼!,9.04
20181228,어거스트 러쉬,9.00
20181228,극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,8.80
20181228,완벽한 타인,8.69
20181228,브로크백 마운틴,8.69
20181228,스윙키즈,8.52
20181228,7년-그들이 없는 언론,8.52
20181228,아쿠아맨,8.45
20181228,그린치,8.40
20181228,팬텀 스레드,8.36
20181228,너의 췌장을 먹고 싶어,8.32
20181228,패터슨,8.31
20181228,국가부도의 날,8.28
20181228,범블비,8.23
20181228,부탁 하나만 들어줘,7.97
20181228,트와일라잇,7.87
20181228,런닝맨 : 풀룰루의 역습,7.76
20181228,호두까기 인형과 4개의 왕국,7.43
20181228,마약왕,6.75
20181228,도어락,6.56
20181228,나쁜 나라,6.49
20181228,PMC: 더 벙커,6.23
20181228,두 개의 문,5.15
20181228,천안함 프로젝트,4.34
20181229,보헤미안 랩소디,9.50
20181229,헌터 킬러,9.43
20181229,폴란드로 간 아이들,9.42
20181229,점박이 한반도의 공룡2 : 새로운 낙원,9.33
20181229,트루먼 쇼,9.32
20181229,스파이더맨: 뉴 유니버스,9.21
20181229,러빙 빈센트,9.20
20181229,인생 후르츠,9.20
20181229,바울,9.17
20181229,극장판 포켓몬스터 모두의 이야기,9.16
20181229,스타 이즈 본,9.15
20181229,타샤 튜더,9.13
20181229,히트,9.10
20181229,로마,9.08
20181229,카메라를 멈추면 안 돼!,9.03
20181229,러브 오브 시베리아,9.02
20181229,어거스트 러쉬,9.00
20181229,극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,8.76
20181229,브로크백 마운틴,8.69
20181229,완벽한 타인,8.69
20181229,스윙키즈,8.53
20181229,7년-그들이 없는 언론,8.52
20181229,아쿠아맨,8.44
20181229,그린치,8.40
20181229,팬텀 스레드,8.36
20181229,너의 췌장을 먹고 싶어,8.33
20181229,패터슨,8.31
20181229,국가부도의 날,8.26
20181229,범블비,8.18
20181229,부탁 하나만 들어줘,7.97
20181229,트와일라잇,7.87
20181229,런닝맨 : 풀룰루의 역습,7.75
20181229,호두까기 인형과 4개의 왕국,7.42
20181229,마약왕,6.73
20181229,도어락,6.51
20181229,나쁜 나라,6.49
20181229,PMC: 더 벙커,5.92
20181229,두 개의 문,5.15
20181229,천안함 프로젝트,4.33
20181230,보헤미안 랩소디,9.50
20181230,헌터 킬러,9.43
20181230,폴란드로 간 아이들,9.42
20181230,트루먼 쇼,9.32
20181230,점박이 한반도의 공룡2 : 새로운 낙원,9.30
20181230,스파이더맨: 뉴 유니버스,9.22
20181230,러빙 빈센트,9.20
20181230,인생 후르츠,9.19
20181230,바울,9.17
20181230,극장판 포켓몬스터 모두의 이야기,9.17
20181230,스타 이즈 본,9.15
20181230,타샤 튜더,9.13
20181230,히트,9.10
20181230,로마,9.09
20181230,카메라를 멈추면 안 돼!,9.03
20181230,러브 오브 시베리아,9.02
20181230,어거스트 러쉬,9.00
20181230,극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,8.79
20181230,브로크백 마운틴,8.69
20181230,완벽한 타인,8.68
20181230,7년-그들이 없는 언론,8.52
20181230,스윙키즈,8.52
20181230,아쿠아맨,8.43
20181230,그린치,8.39
20181230,패터슨,8.31
20181230,국가부도의 날,8.24
20181230,범블비,8.16
20181230,부탁 하나만 들어줘,7.96
20181230,트와일라잇,7.87
20181230,런닝맨 : 풀룰루의 역습,7.76
20181230,호두까기 인형과 4개의 왕국,7.42
20181230,마약왕,6.71
20181230,나쁜 나라,6.49
20181230,도어락,6.48
20181230,PMC: 더 벙커,5.74
20181230,두 개의 문,5.15
20181230,천안함 프로젝트,4.33
20181231,보헤미안 랩소디,9.50
20181231,헌터 킬러,9.43
20181231,폴란드로 간 아이들,9.42
20181231,트루먼 쇼,9.32
20181231,점박이 한반도의 공룡2 : 새로운 낙원,9.24
20181231,스파이더맨: 뉴 유니버스,9.22
20181231,러빙 빈센트,9.20
20181231,바울,9.17
20181231,극장판 포켓몬스터 모두의 이야기,9.17
20181231,인생 후르츠,9.17
20181231,스타 이즈 본,9.15
20181231,타샤 튜더,9.14
20181231,히트,9.10
20181231,로마,9.07
20181231,카메라를 멈추면 안 돼!,9.03
20181231,러브 오브 시베리아,9.02
20181231,어거스트 러쉬,9.00
20181231,극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,8.78
20181231,영주,8.68
20181231,브로크백 마운틴,8.68
20181231,완벽한 타인,8.68
20181231,7년-그들이 없는 언론,8.52
20181231,스윙키즈,8.52
20181231,아쿠아맨,8.42
20181231,그린치,8.39
20181231,국가부도의 날,8.24
20181231,범블비,8.16
20181231,부탁 하나만 들어줘,7.97
20181231,트와일라잇,7.87
20181231,런닝맨 : 풀룰루의 역습,7.76
20181231,호두까기 인형과 4개의 왕국,7.41
20181231,마약왕,6.70
20181231,나쁜 나라,6.49
20181231,도어락,6.44
20181231,PMC: 더 벙커,5.66
20181231,두 개의 문,5.15
20181231,천안함 프로젝트,4.33
20190101,보헤미안 랩소디,9.49
20190101,헌터 킬러,9.43
20190101,폴란드로 간 아이들,9.42
20190101,트루먼 쇼,9.32
20190101,점박이 한반도의 공룡2 : 새로운 낙원,9.24
20190101,스파이더맨: 뉴 유니버스,9.23
20190101,러빙 빈센트,9.20
20190101,바울,9.18
20190101,인생 후르츠,9.17
20190101,극장판 포켓몬스터 모두의 이야기,9.16
20190101,스타 이즈 본,9.15
20190101,타샤 튜더,9.14
20190101,히트,9.10
20190101,로마,9.07
20190101,카메라를 멈추면 안 돼!,9.02
20190101,러브 오브 시베리아,9.02
20190101,어거스트 러쉬,9.00
20190101,극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,8.78
20190101,영주,8.68
20190101,브로크백 마운틴,8.68
20190101,완벽한 타인,8.68
20190101,7년-그들이 없는 언론,8.52
20190101,스윙키즈,8.50
20190101,아쿠아맨,8.41
20190101,그린치,8.36
20190101,너의 췌장을 먹고 싶어,8.34
20190101,국가부도의 날,8.23
20190101,범블비,8.16
20190101,부탁 하나만 들어줘,7.94
20190101,트와일라잇,7.87
20190101,런닝맨 : 풀룰루의 역습,7.76
20190101,호두까기 인형과 4개의 왕국,7.39
20190101,언니,6.77
20190101,마약왕,6.69
20190101,나쁜 나라,6.49
20190101,도어락,6.41
20190101,PMC: 더 벙커,5.57
20190101,두 개의 문,5.15
20190101,천안함 프로젝트,4.33
20190102,보헤미안 랩소디,9.49
20190102,폴란드로 간 아이들,9.42
20190102,헌터 킬러,9.42
20190102,트루먼 쇼,9.32
20190102,스파이더맨: 뉴 유니버스,9.23
20190102,점박이 한반도의 공룡2 : 새로운 낙원,9.23
20190102,러빙 빈센트,9.20
20190102,바울,9.17
20190102,인생 후르츠,9.17
20190102,극장판 포켓몬스터 모두의 이야기,9.16
20190102,스타 이즈 본,9.15
20190102,타샤 튜더,9.14
20190102,로마,9.08
20190102,러브 오브 시베리아,9.02
20190102,카메라를 멈추면 안 돼!,9.02
20190102,어거스트 러쉬,9.00
20190102,극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,8.77
20190102,영주,8.68
20190102,브로크백 마운틴,8.68
20190102,완벽한 타인,8.68
20190102,7년-그들이 없는 언론,8.52
20190102,스윙키즈,8.50
20190102,아쿠아맨,8.41
20190102,그린치,8.35
20190102,너의 췌장을 먹고 싶어,8.34
20190102,국가부도의 날,8.22
20190102,범블비,8.18
20190102,부탁 하나만 들어줘,7.94
20190102,트와일라잇,7.87
20190102,런닝맨 : 풀룰루의 역습,7.76
20190102,호두까기 인형과 4개의 왕국,7.40
20190102,언니,6.90
20190102,마약왕,6.68
20190102,도어락,6.38
20190102,PMC: 더 벙커,5.52
20190102,두 개의 문,5.15
20190103,보헤미안 랩소디,9.49
20190103,폴란드로 간 아이들,9.42
20190103,헌터 킬러,9.41
20190103,트루먼 쇼,9.32
20190103,스파이더맨: 뉴 유니버스,9.24
20190103,러빙 빈센트,9.20
20190103,점박이 한반도의 공룡2 : 새로운 낙원,9.20
20190103,바울,9.17
20190103,인생 후르츠,9.16
20190103,극장판 포켓몬스터 모두의 이야기,9.16
20190103,스타 이즈 본,9.15
20190103,타샤 튜더,9.14
20190103,로마,9.08
20190103,러브 오브 시베리아,9.02
20190103,카메라를 멈추면 안 돼!,9.02
20190103,어거스트 러쉬,9.00
20190103,주먹왕 랄프 2: 인터넷 속으로,8.96
20190103,극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,8.77
20190103,영주,8.69
20190103,브로크백 마운틴,8.68
20190103,완벽한 타인,8.68
20190103,스윙키즈,8.50
20190103,아쿠아맨,8.39
20190103,그린치,8.36
20190103,너의 췌장을 먹고 싶어,8.33
20190103,국가부도의 날,8.22
20190103,범블비,8.16
20190103,부탁 하나만 들어줘,7.92
20190103,트와일라잇,7.87
20190103,런닝맨 : 풀룰루의 역습,7.76
20190103,호두까기 인형과 4개의 왕국,7.40
20190103,군산: 거위를 노래하다,7.01
20190103,언니,6.84
20190103,마약왕,6.68
20190103,도어락,6.37
20190103,PMC: 더 벙커,5.50
20190104,보헤미안 랩소디,9.49
20190104,폴란드로 간 아이들,9.42
20190104,헌터 킬러,9.41
20190104,트루먼 쇼,9.32
20190104,스파이더맨: 뉴 유니버스,9.23
20190104,점박이 한반도의 공룡2 : 새로운 낙원,9.21
20190104,러빙 빈센트,9.21
20190104,바울,9.17
20190104,인생 후르츠,9.16
20190104,스타 이즈 본,9.15
20190104,타샤 튜더,9.14
20190104,극장판 포켓몬스터 모두의 이야기,9.13
20190104,로마,9.09
20190104,러브 오브 시베리아,9.02
20190104,카메라를 멈추면 안 돼!,9.02
20190104,어거스트 러쉬,9.00
20190104,주먹왕 랄프 2: 인터넷 속으로,8.88
20190104,극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,8.77
20190104,영주,8.69
20190104,브로크백 마운틴,8.68
20190104,완벽한 타인,8.68
20190104,스윙키즈,8.50
20190104,아쿠아맨,8.39
20190104,그린치,8.36
20190104,너의 췌장을 먹고 싶어,8.33
20190104,국가부도의 날,8.21
20190104,범블비,8.17
20190104,부탁 하나만 들어줘,7.93
20190104,트와일라잇,7.87
20190104,런닝맨 : 풀룰루의 역습,7.76
20190104,호두까기 인형과 4개의 왕국,7.40
20190104,군산: 거위를 노래하다,7.04
20190104,언니,6.79
20190104,마약왕,6.67
20190104,도어락,6.36
20190104,PMC: 더 벙커,5.48
20190105,보헤미안 랩소디,9.49
20190105,폴란드로 간 아이들,9.42
20190105,헌터 킬러,9.41
20190105,트루먼 쇼,9.32
20190105,스파이더맨: 뉴 유니버스,9.24
20190105,러빙 빈센트,9.21
20190105,점박이 한반도의 공룡2 : 새로운 낙원,9.20
20190105,바울,9.17
20190105,인생 후르츠,9.16
20190105,스타 이즈 본,9.15
20190105,타샤 튜더,9.14
20190105,극장판 포켓몬스터 모두의 이야기,9.12
20190105,로마,9.09
20190105,러브 오브 시베리아,9.02
20190105,카메라를 멈추면 안 돼!,9.01
20190105,어거스트 러쉬,9.00
20190105,주먹왕 랄프 2: 인터넷 속으로,8.85
20190105,극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,8.78
20190105,영주,8.70
20190105,브로크백 마운틴,8.68
20190105,완벽한 타인,8.67
20190105,스윙키즈,8.50
20190105,아쿠아맨,8.39
20190105,그린치,8.36
20190105,너의 췌장을 먹고 싶어,8.34
20190105,국가부도의 날,8.21
20190105,범블비,8.16
20190105,부탁 하나만 들어줘,7.91
20190105,트와일라잇,7.87
20190105,런닝맨 : 풀룰루의 역습,7.76
20190105,호두까기 인형과 4개의 왕국,7.40
20190105,군산: 거위를 노래하다,7.02
20190105,언니,6.71
20190105,마약왕,6.67
20190105,도어락,6.35
20190105,PMC: 더 벙커,5.42
20190106,보헤미안 랩소디,9.48
20190106,폴란드로 간 아이들,9.42
20190106,헌터 킬러,9.41
20190106,트루먼 쇼,9.32
20190106,스파이더맨: 뉴 유니버스,9.24
20190106,러빙 빈센트,9.20
20190106,점박이 한반도의 공룡2 : 새로운 낙원,9.20
20190106,바울,9.17
20190106,인생 후르츠,9.15
20190106,스타 이즈 본,9.15
20190106,타샤 튜더,9.14
20190106,로마,9.11
20190106,극장판 포켓몬스터 모두의 이야기,9.10
20190106,러브 오브 시베리아,9.02
20190106,카메라를 멈추면 안 돼!,9.01
20190106,어거스트 러쉬,9.00
20190106,주먹왕 랄프 2: 인터넷 속으로,8.85
20190106,극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,8.73
20190106,브로크백 마운틴,8.68
20190106,완벽한 타인,8.67
20190106,영주,8.66
20190106,스윙키즈,8.50
20190106,아쿠아맨,8.38
20190106,그랜드 부다페스트 호텔,8.38
20190106,그린치,8.36
20190106,국가부도의 날,8.20
20190106,범블비,8.15
20190106,부탁 하나만 들어줘,7.91
20190106,런닝맨 : 풀룰루의 역습,7.75
20190106,호두까기 인형과 4개의 왕국,7.40
20190106,군산: 거위를 노래하다,7.00
20190106,마약왕,6.66
20190106,언니,6.65
20190106,도어락,6.34
20190106,PMC: 더 벙커,5.41
20190107,보헤미안 랩소디,9.48
20190107,폴란드로 간 아이들,9.42
20190107,헌터 킬러,9.41
20190107,트루먼 쇼,9.32
20190107,스파이더맨: 뉴 유니버스,9.24
20190107,러빙 빈센트,9.20
20190107,점박이 한반도의 공룡2 : 새로운 낙원,9.17
20190107,바울,9.17
20190107,스타 이즈 본,9.15
20190107,인생 후르츠,9.15
20190107,타샤 튜더,9.14
20190107,로마,9.11
20190107,극장판 포켓몬스터 모두의 이야기,9.10
20190107,카메라를 멈추면 안 돼!,9.00
20190107,어거스트 러쉬,9.00
20190107,주먹왕 랄프 2: 인터넷 속으로,8.80
20190107,리즈와 파랑새,8.79
20190107,극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,8.74
20190107,김광석,8.72
20190107,브로크백 마운틴,8.68
20190107,완벽한 타인,8.67
20190107,영주,8.62
20190107,스윙키즈,8.51
20190107,아쿠아맨,8.38
20190107,그랜드 부다페스트 호텔,8.38
20190107,그린치,8.37
20190107,국가부도의 날,8.20
20190107,범블비,8.16
20190107,부탁 하나만 들어줘,7.90
20190107,런닝맨 : 풀룰루의 역습,7.75
20190107,호두까기 인형과 4개의 왕국,7.40
20190107,군산: 거위를 노래하다,6.99
20190107,마약왕,6.66
20190107,언니,6.60
20190107,도어락,6.33
20190107,PMC: 더 벙커,5.40
20190108,보헤미안 랩소디,9.48
20190108,폴란드로 간 아이들,9.42
20190108,헌터 킬러,9.41
20190108,스파이더맨: 뉴 유니버스,9.24
20190108,러빙 빈센트,9.20
20190108,점박이 한반도의 공룡2 : 새로운 낙원,9.17
20190108,바울,9.17
20190108,스타 이즈 본,9.15
20190108,인생 후르츠,9.15
20190108,타샤 튜더,9.14
20190108,로마,9.11
20190108,극장판 포켓몬스터 모두의 이야기,9.10
20190108,어거스트 러쉬,9.00
20190108,카메라를 멈추면 안 돼!,8.99
20190108,주먹왕 랄프 2: 인터넷 속으로,8.80
20190108,김광석,8.72
20190108,극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,8.71
20190108,브로크백 마운틴,8.68
20190108,영주,8.60
20190108,스윙키즈,8.51
20190108,그랜드 부다페스트 호텔,8.38
20190108,아쿠아맨,8.38
20190108,그린치,8.37
20190108,국가부도의 날,8.20
20190108,범블비,8.16
20190108,부탁 하나만 들어줘,7.89
20190108,런닝맨 : 풀룰루의 역습,7.75
20190108,호두까기 인형과 4개의 왕국,7.40
20190108,군산: 거위를 노래하다,6.98
20190108,마약왕,6.65
20190108,언니,6.59
20190108,도어락,6.32
20190108,PMC: 더 벙커,5.37
20190108,두 개의 문,5.15
